technique_id,is_subtechnique,parent_id,name,tactics,tactic_ids,platforms,data_components,detection_guidance,mitigations,url,description
T1601,No,,Modify System Image,Defense Impairment,TA0112,Network Devices,,,M1026 Privileged Account Management | M1027 Password Policies | M1032 Multi-factor Authentication | M1043 Credential Access Protection | M1045 Code Signing | M1046 Boot Integrity,https://attack.mitre.org/techniques/T1601,"Adversaries may make changes to the operating system of embedded network devices to weaken defenses and provide new capabilities for themselves.  On such devices, the operating systems are typically monolithic and most of the device functionality and capabilities are contained within a single file."
T1601.001,Yes,T1601,Patch System Image,Defense Impairment,TA0112,Network Devices,,,M1026 Privileged Account Management | M1027 Password Policies | M1032 Multi-factor Authentication | M1043 Credential Access Protection | M1045 Code Signing | M1046 Boot Integrity,https://attack.mitre.org/techniques/T1601/001,"Adversaries may modify the operating system of a network device to introduce new capabilities or weaken existing defenses.(Citation: Killing the myth of Cisco IOS rootkits) (Citation: Killing IOS diversity myth) (Citation: Cisco IOS Shellcode) (Citation: Cisco IOS Forensics Developments) (Citation: Juniper Netscreen of the Dead) Some network devices are built with a monolithic architecture, where the entire operating system and most of the functionality of the device is contained within a single file.  Adversaries may change this file in storage, to be loaded in a future boot, or in memory dur"
T1601.002,Yes,T1601,Downgrade System Image,Defense Impairment,TA0112,Network Devices,,,M1026 Privileged Account Management | M1027 Password Policies | M1032 Multi-factor Authentication | M1043 Credential Access Protection | M1045 Code Signing | M1046 Boot Integrity,https://attack.mitre.org/techniques/T1601/002,"Adversaries may install an older version of the operating system of a network device to weaken security.  Older operating system versions on network devices often have weaker encryption ciphers and, in general, fewer/less updated defensive features. (Citation: Cisco Synful Knock Evolution)"
T1602,No,,Data from Configuration Repository,Collection,TA0009,Network Devices,,,M1030 Network Segmentation | M1031 Network Intrusion Prevention | M1037 Filter Network Traffic | M1041 Encrypt Sensitive Information | M1051 Update Software | M1054 Software Configuration,https://attack.mitre.org/techniques/T1602,"Adversaries may collect data related to managed devices from configuration repositories. Configuration repositories are used by management systems in order to configure, manage, and control data on remote systems. Configuration repositories may also facilitate remote access and administration of devices."
T1602.001,Yes,T1602,SNMP (MIB Dump),Collection,TA0009,Network Devices,,,M1030 Network Segmentation | M1031 Network Intrusion Prevention | M1037 Filter Network Traffic | M1041 Encrypt Sensitive Information | M1051 Update Software | M1054 Software Configuration,https://attack.mitre.org/techniques/T1602/001,Adversaries may target the Management Information Base (MIB) to collect and/or mine valuable information in a network managed using Simple Network Management Protocol (SNMP).
T1602.002,Yes,T1602,Network Device Configuration Dump,Collection,TA0009,Network Devices,,,M1030 Network Segmentation | M1031 Network Intrusion Prevention | M1037 Filter Network Traffic | M1041 Encrypt Sensitive Information | M1051 Update Software | M1054 Software Configuration,https://attack.mitre.org/techniques/T1602/002,"Adversaries may access network configuration files to collect sensitive data about the device and the network. The network configuration is a file containing parameters that determine the operation of the device. The device typically stores an in-memory copy of the configuration while operating, and a separate configuration on non-volatile storage to load after device reset. Adversaries can inspect the configuration files to reveal information about the target network and its layout, the network device and its software, or identifying legitimate accounts and credentials for later use."
T1606,No,,Forge Web Credentials,Credential Access,TA0006,SaaS; Windows; macOS; Linux; IaaS; Office Suite; Identity Provider,,,M1018 User Account Management | M1026 Privileged Account Management | M1047 Audit | M1054 Software Configuration,https://attack.mitre.org/techniques/T1606,"Adversaries may forge credential materials that can be used to gain access to web applications or Internet services. Web applications and services (hosted in cloud SaaS environments or on-premise servers) often use session cookies, tokens, or other materials to authenticate and authorize user access."
T1606.001,Yes,T1606,Web Cookies,Credential Access,TA0006,Linux; macOS; Windows; SaaS; IaaS,,,M1047 Audit | M1054 Software Configuration,https://attack.mitre.org/techniques/T1606/001,Adversaries may forge web cookies that can be used to gain access to web applications or Internet services. Web applications and services (hosted in cloud SaaS environments or on-premise servers) often use session cookies to authenticate and authorize user access.
T1606.002,Yes,T1606,SAML Tokens,Credential Access,TA0006,SaaS; Windows; IaaS; Office Suite; Identity Provider,,,M1015 Active Directory Configuration | M1018 User Account Management | M1026 Privileged Account Management | M1047 Audit,https://attack.mitre.org/techniques/T1606/002,"An adversary may forge SAML tokens with any permissions claims and lifetimes if they possess a valid SAML token-signing certificate.(Citation: Microsoft SolarWinds Steps) The default lifetime of a SAML token is one hour, but the validity period can be specified in the <code>NotOnOrAfter</code> value of the <code>conditions ...</code> element in a token. This value can be changed using the <code>AccessTokenLifetime</code> in a <code>LifetimeTokenPolicy</code>.(Citation: Microsoft SAML Token Lifetimes) Forged SAML tokens enable adversaries to authenticate across services that use SAML 2.0 as an "
T1608,No,,Stage Capabilities,Resource Development,TA0042,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1608,"Adversaries may upload, install, or otherwise set up capabilities that can be used during targeting. To support their operations, an adversary may need to take capabilities they developed ([Develop Capabilities](https://attack.mitre.org/techniques/T1587)) or obtained ([Obtain Capabilities](https://attack.mitre.org/techniques/T1588)) and stage them on infrastructure under their control. These capabilities may be staged on infrastructure that was previously purchased/rented by the adversary ([Acquire Infrastructure](https://attack.mitre.org/techniques/T1583)) or was otherwise compromised by them"
